gen,best,pop_mean,sigma,seed,val,val_ratio
110,27.873856944092417,29.246664137565013,0.7862121206280321,2,27.189307718835533,1.0068601773521413
111,27.35724983597527,29.132484209071222,0.7699011377572785,2,,
112,27.96594176504287,29.51633092005735,0.7854543359951698,2,,
113,29.162262583250893,31.60662130030603,0.8033820084111211,2,,
114,26.37243655945814,28.473885278524953,0.8134931047562831,2,,
115,28.728846756064826,30.776751860119177,0.8130985009014577,2,27.188315837160097,1.0068234465103718
116,26.229718661373013,27.39339873429302,0.8077514191500689,2,,
117,25.710969422893182,26.101994573630435,0.799367282217227,2,,
118,26.151985963298436,26.604613334691383,0.7976798591636336,2,,
119,28.071313303194597,29.593570133261316,0.793214012765446,2,,
120,26.953514215621148,27.91837233338098,0.7934281107052596,2,27.188356052822407,1.0068249357556776
121,26.306731540347787,27.18291387863508,0.8025823392635815,2,,
122,27.167027513540397,28.59190353273319,0.8023913121728417,2,,
123,27.780218877924856,28.277807787673936,0.8190089736140803,2,,
124,26.672285060877343,27.380772914877248,0.82868835300036,2,,
125,26.938425334165256,27.925588072398625,0.8459311020473732,2,27.18758571154528,1.0067964088816972
126,26.66814904743019,27.67893243616824,0.8562840672956236,2,,
127,26.598510005854294,27.733112538795595,0.8618262772688952,2,,
128,26.198328975661784,26.828689284054736,0.8683761582748765,2,,
129,26.09024737992892,27.016920728366376,0.8649028858710249,2,,
130,26.994175957711494,28.10698015935003,0.8697775992811696,2,27.187532103571623,1.0067944236993445
131,26.2291321677754,27.41695407152566,0.8998031986229115,2,,
132,26.57336400227102,27.67039669301758,0.9143088752565001,2,,
133,25.30138292895422,25.519203648057214,0.9406723789452828,2,,
134,27.93343764575465,28.99510313725202,0.970090419519738,2,,
135,27.527683804375556,28.664714979657,0.9894963518962723,2,27.18744511344173,1.0067912023264975
136,27.003480769035697,28.253831040079397,1.00274842318762,2,,
137,26.604362300754822,27.11620830800822,1.0269234014623965,2,,
138,26.18418743285926,26.750892444130766,1.0513680208816678,2,,
139,26.628982462918408,28.32584415023308,1.057481018228165,2,,
140,26.275743926016233,28.27169142457594,1.0743527758001001,2,27.186758690113695,1.0067657830579766
141,26.278138143240554,27.363017622137043,1.071313173835665,2,,
142,27.692111600866504,28.396512488093535,1.0740359500863625,2,,
143,27.141533062591243,27.99934408115548,1.0637062150911878,2,,
144,26.093562260470385,26.913365045262015,1.0896859374483587,2,,
145,28.653595572205376,29.16772852818496,1.1025860989335265,2,27.187616981627166,1.0067975668589622
146,25.494840736692886,27.29159974347799,1.1088641166897997,2,,
147,27.39926097699258,27.873729425818794,1.1257546667074403,2,,
148,27.224593501382607,27.54996510310557,1.1344661783844445,2,,
149,27.690612852949563,28.656825604492532,1.1158388085852964,2,,
150,28.338535880129307,29.29871560541334,1.0974154406239123,2,27.185941510974843,1.0067355217088765
