model,seed,policy,mrt,ratio,n_jobs,n_busy
T=2000,3,fcfs,29.793539150907574,1.1031257262881549,13167,2500
T=2000,3,static,27.888853193590037,1.0326034540138067,13167,2500
T=2000,3,kupd_50,30.237913723703198,1.1195789922421,13167,2500
T=2000,3,kupd_200,27.859852661957923,1.0315296899216195,13167,2500
T=2000,3,kupd_500,27.39665223665224,1.014379384179351,13167,2500
T=2000,3,kupd_2000,27.352352092352096,1.0127391416889155,13167,2500
T=2000,2,genie,26.82978288633461,1.0,13311,2500
T=2000,2,fcfs,30.059579295319665,1.1203810117535506,13311,2500
T=2000,2,static,27.815931184734428,1.0367557315904372,13311,2500
T=2000,2,kupd_50,29.825242280820376,1.1116467996470991,13311,2500
T=2000,2,kupd_200,27.377809330628804,1.020426048418503,13311,2500
T=2000,2,kupd_500,27.029201412365712,1.007432729771834,13311,2500
T=2000,2,kupd_2000,27.085004883179327,1.0095126374270704,13311,2500
T=2000,5,genie,25.72269043492614,1.0,12117,2500
T=2000,5,fcfs,27.767102418090285,1.0794789327475736,12117,2500
T=2000,5,static,26.896475200132045,1.0456322703947074,12117,2500
T=2000,5,kupd_50,28.981221424444996,1.1266792444500455,12117,2500
T=2000,5,kupd_200,26.472244780061075,1.029139811289615,12117,2500
T=2000,5,kupd_500,25.989243212016177,1.0103625543278363,12117,2500
T=2000,5,kupd_2000,26.007196500784023,1.0110605096530487,12117,2500
T=2000,4,genie,25.770292097641704,1.0,12085,2500
T=2000,4,fcfs,29.072745552337608,1.1281496322270292,12085,2500
T=2000,4,static,26.360864708316097,1.0229167992522847,12085,2500
T=2000,4,kupd_50,27.854303682250723,1.0808687606920735,12085,2500
T=2000,4,kupd_200,26.42472900289615,1.0253950130939469,12085,2500
T=2000,4,kupd_500,25.944426975589575,1.0067571945745935,12085,2500
T=2000,4,kupd_2000,26.045287546545307,1.010671025685765,12085,2500
T=2000,6,genie,25.694598895209825,1.0,12129,2500
