dist,rho,n,trial,ell,empirical,truncated,true_paired,true_gittins,fcfs,plcfs
1-6-14,0.98,100,40,14.96,257.33013073857757,357.89524134551436,241.0912898448481,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,41,15.01,335.3351064181639,349.0336115200781,253.8659590572536,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,42,14.88,309.9134173222731,451.97441864633487,263.4638464859364,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,43,14.92,270.26010879998717,410.8697715700729,251.4624287970645,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,44,14.76,272.8657332379289,612.4523681135814,261.4122799194084,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,45,14.96,351.0953962627319,382.833572938257,253.4354326283221,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,46,14.88,460.83962118742585,469.9127458213023,265.88480705622936,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,47,14.620000000000001,596.3978330168601,706.7267202666859,242.9962347774664,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,48,14.85,287.52462305924496,411.4189706154313,236.0469082515335,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,49,14.71,285.66561969423407,589.1767461865281,243.3160122956129,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,50,14.68,399.55953154773977,688.8352787554135,258.31478320189933,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,51,14.9,372.7679424856914,424.12851473853885,247.98930083069195,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,52,14.790000000000001,433.9929559314379,512.195994148916,253.0218314058468,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,53,14.97,295.479334819088,353.92320158570027,244.0918052078104,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,54,14.98,288.4447836403269,355.60937023170936,243.97895193601812,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,55,14.96,303.1570677962336,353.1446852223273,239.48532495414244,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,56,14.69,345.0768132921164,591.0465358793936,242.90420148697834,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,57,14.72,541.7624947841363,553.0500145722447,242.51003553964577,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,58,14.68,353.6770402517751,616.4992730174248,250.96168295275726,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,59,14.950000000000001,343.03657756430385,390.69613319858087,251.23306355049024,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,60,15.14,281.2283924118974,286.2542897925475,236.01844163348824,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,61,15.13,339.45258386613875,342.6956182360095,276.13226038441644,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,62,14.790000000000001,408.4405546129324,430.9634049987911,219.6987767484534,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,63,14.92,318.1174274460936,466.1663151580785,275.77962026055076,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,64,14.84,301.94385573118876,386.153040340398,222.9815644414034,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,65,14.9,355.68721593148933,418.391160613246,256.8377149979309,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,66,14.58,656.1514577964539,683.606277469288,229.9551539888086,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,67,14.81,478.4957958570484,497.3805751881611,255.83644977395713,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,68,14.780000000000001,272.6845535415365,498.4941431893602,246.24803137273128,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,69,14.9,370.7595318090873,382.46997972172596,237.40959779637654,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,70,14.59,614.3374155882601,761.8610862712193,248.49601717053298,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,71,14.91,286.70703428815085,440.66099799606206,265.5453911511414,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,72,14.93,339.7664751135781,344.6711725379143,231.05869571510328,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,73,14.72,404.5898224898902,633.6913961196676,259.0275214695957,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,74,14.99,320.11700703364977,352.8044071648252,252.20265599227238,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,75,14.6,580.2986207916854,653.8129614616844,229.2159927621359,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,76,14.780000000000001,393.8093847322295,568.2854753483324,258.8974816737844,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,77,14.58,365.9177302599802,674.0017934920425,237.68550886122316,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,78,14.99,333.0731472529137,399.99882614096606,270.99175718012594,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,79,14.46,567.9594399821138,776.4212973059629,220.17276013487614,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,80,15.23,259.29414310805134,266.7799071346614,237.85034602530425,246.59908642224494,279.7048335461678,352.8057550150208
